driver_id,vehicle_type,driver_partner_type
8598,Motorcycle,Partner Fleet
8615,Bicycle,Independent Driver
8642,Bicycle,Independent Driver
8654,Bicycle,Independent Driver
8655,Bicycle,Independent Driver
8672,Motorcycle,Independent Driver
8694,Bicycle,Independent Driver
8697,Motorcycle,Independent Driver
8698,Motorcycle,Independent Driver
8702,Motorcycle,Independent Driver
8708,Bicycle,Independent Driver
8710,Bicycle,Independent Driver
8713,Motorcycle,Independent Driver
8769,Motorcycle,Independent Driver
8771,Bicycle,Independent Driver
8811,Bicycle,Independent Driver
8838,Bicycle,Independent Driver
8840,Motorcycle,Independent Driver
8855,Bicycle,Independent Driver
8878,Motorcycle,Independent Driver
8909,Bicycle,Independent Driver
8925,Motorcycle,Independent Driver
8933,Motorcycle,Independent Driver
8940,Bicycle,Independent Driver
8958,Motorcycle,Partner Fleet
8959,Motorcycle,Partner Fleet
8964,Motorcycle,Partner Fleet
8970,Bicycle,Independent Driver
8979,Motorcycle,Partner Fleet
8983,Motorcycle,Independent Driver
8986,Motorcycle,Independent Driver
9022,Bicycle,Independent Driver
9025,Motorcycle,Partner Fleet
9033,Bicycle,Independent Driver
9043,Motorcycle,Independent Driver
9062,Bicycle,Independent Driver
9070,Motorcycle,Independent Driver
9095,Motorcycle,Independent Driver
9129,Motorcycle,Independent Driver
9131,Bicycle,Independent Driver
9171,Bicycle,Independent Driver
9175,Bicycle,Independent Driver
9177,Motorcycle,Independent Driver
9182,Bicycle,Independent Driver
9184,Motorcycle,Independent Driver
9186,Bicycle,Independent Driver
9190,Bicycle,Independent Driver
9194,Motorcycle,Independent Driver
9210,Bicycle,Independent Driver
9211,Bicycle,Independent Driver
9212,Bicycle,Independent Driver
9222,Motorcycle,Independent Driver
9227,Bicycle,Independent Driver
9231,Bicycle,Independent Driver
9232,Bicycle,Independent Driver
9241,Bicycle,Independent Driver
9244,Motorcycle,Independent Driver
9250,Motorcycle,Independent Driver
9262,Motorcycle,Independent Driver
9282,Motorcycle,Independent Driver
9284,Motorcycle,Independent Driver
9299,Bicycle,Independent Driver
9301,Bicycle,Independent Driver
9304,Motorcycle,Independent Driver
9315,Bicycle,Independent Driver
9317,Motorcycle,Independent Driver
9339,Motorcycle,Independent Driver
9341,Bicycle,Independent Driver
9345,Motorcycle,Partner Fleet
9353,Motorcycle,Independent Driver
9354,Motorcycle,Independent Driver
9369,Motorcycle,Independent Driver
9372,Motorcycle,Independent Driver
9375,Motorcycle,Independent Driver
9380,Motorcycle,Independent Driver
9391,Motorcycle,Independent Driver
9392,Motorcycle,Independent Driver
9400,Motorcycle,Independent Driver
9407,Bicycle,Independent Driver
9433,Bicycle,Independent Driver
9461,Motorcycle,Independent Driver
9509,Motorcycle,Independent Driver
9517,Bicycle,Independent Driver
9540,Motorcycle,Independent Driver
9547,Bicycle,Independent Driver
9560,Motorcycle,Independent Driver
9583,Bicycle,Independent Driver
9584,Bicycle,Independent Driver
9598,Bicycle,Independent Driver
9600,Bicycle,Independent Driver
9612,Motorcycle,Independent Driver
9618,Motorcycle,Independent Driver
9624,Motorcycle,Independent Driver
9627,Motorcycle,Independent Driver
9634,Bicycle,Independent Driver
9638,Motorcycle,Independent Driver
9654,Bicycle,Independent Driver
9663,Bicycle,Independent Driver
9669,Motorcycle,Independent Driver
9682,Motorcycle,Independent Driver
9693,Bicycle,Independent Driver
9709,Motorcycle,Independent Driver
9716,Bicycle,Independent Driver
9724,Motorcycle,Independent Driver
9761,Bicycle,Independent Driver
9782,Motorcycle,Independent Driver
9784,Motorcycle,Independent Driver
9788,Bicycle,Independent Driver
9791,Motorcycle,Independent Driver
9793,Bicycle,Independent Driver
9794,Motorcycle,Independent Driver
9796,Bicycle,Independent Driver
9805,Motorcycle,Independent Driver
9806,Motorcycle,Partner Fleet
9823,Motorcycle,Independent Driver
9827,Bicycle,Independent Driver
9828,Motorcycle,Independent Driver
9836,Motorcycle,Independent Driver
9853,Motorcycle,Independent Driver
9855,Motorcycle,Partner Fleet
9891,Bicycle,Independent Driver
9894,Bicycle,Independent Driver
9908,Motorcycle,Independent Driver
9921,Motorcycle,Independent Driver
9922,Motorcycle,Independent Driver
9924,Motorcycle,Independent Driver
9926,Motorcycle,Independent Driver
9938,Motorcycle,Independent Driver
9941,Bicycle,Independent Driver
9944,Bicycle,Independent Driver
9945,Bicycle,Independent Driver
9952,Motorcycle,Independent Driver
9966,Motorcycle,Independent Driver
9975,Motorcycle,Independent Driver
9980,Motorcycle,Independent Driver
9989,Bicycle,Independent Driver
9996,Bicycle,Independent Driver
10011,Motorcycle,Independent Driver
10018,Motorcycle,Independent Driver
10019,Motorcycle,Independent Driver
10023,Motorcycle,Independent Driver
10024,Bicycle,Independent Driver
10028,Motorcycle,Independent Driver
10041,Bicycle,Independent Driver
10042,Motorcycle,Independent Driver
10047,Motorcycle,Independent Driver
10050,Motorcycle,Independent Driver
10053,Motorcycle,Partner Fleet
10057,Bicycle,Independent Driver
10061,Bicycle,Independent Driver
10066,Bicycle,Independent Driver
10073,Motorcycle,Independent Driver
10075,Bicycle,Independent Driver
10091,Motorcycle,Partner Fleet
10096,Bicycle,Independent Driver
10127,Motorcycle,Independent Driver
10129,Motorcycle,Independent Driver
10150,Motorcycle,Partner Fleet
10180,Motorcycle,Independent Driver
10194,Motorcycle,Independent Driver
10200,Motorcycle,Independent Driver
10214,Motorcycle,Independent Driver
10225,Motorcycle,Independent Driver
10239,Bicycle,Independent Driver
10242,Motorcycle,Independent Driver
10259,Bicycle,Independent Driver
10271,Motorcycle,Partner Fleet
10281,Motorcycle,Independent Driver
10292,Motorcycle,Independent Driver
10293,Motorcycle,Independent Driver
10294,Motorcycle,Independent Driver
10297,Motorcycle,Independent Driver
10298,Bicycle,Independent Driver
10306,Motorcycle,Independent Driver
10337,Bicycle,Independent Driver
10341,Motorcycle,Partner Fleet
10359,Motorcycle,Partner Fleet
10368,Bicycle,Independent Driver
10372,Bicycle,Independent Driver
10378,Motorcycle,Independent Driver
10379,Motorcycle,Independent Driver
10381,Motorcycle,Independent Driver
10382,Motorcycle,Independent Driver
10397,Motorcycle,Independent Driver
10454,Motorcycle,Independent Driver
10455,Bicycle,Independent Driver
10456,Motorcycle,Independent Driver
10463,Motorcycle,Partner Fleet
10469,Motorcycle,Independent Driver
10503,Bicycle,Independent Driver
10504,Motorcycle,Independent Driver
10514,Motorcycle,Independent Driver
10519,Motorcycle,Independent Driver
10530,Motorcycle,Independent Driver
10534,Motorcycle,Independent Driver
10545,Bicycle,Independent Driver
10560,Motorcycle,Independent Driver
10561,Bicycle,Independent Driver
10569,Motorcycle,Independent Driver
10598,Motorcycle,Partner Fleet
10601,Bicycle,Independent Driver
10607,Motorcycle,Independent Driver
10614,Motorcycle,Partner Fleet
10616,Motorcycle,Partner Fleet
10626,Bicycle,Independent Driver
10627,Motorcycle,Independent Driver
10636,Motorcycle,Independent Driver
10639,Bicycle,Independent Driver
10648,Bicycle,Independent Driver
10651,Motorcycle,Partner Fleet
10654,Motorcycle,Independent Driver
10666,Motorcycle,Independent Driver
10682,Motorcycle,Independent Driver
10685,Motorcycle,Partner Fleet
10692,Motorcycle,Independent Driver
10717,Bicycle,Independent Driver
10756,Bicycle,Independent Driver
10763,Motorcycle,Independent Driver
10765,Bicycle,Independent Driver
10776,Motorcycle,Independent Driver
10790,Motorcycle,Independent Driver
10794,Motorcycle,Independent Driver
10799,Motorcycle,Independent Driver
10800,Motorcycle,Partner Fleet
10803,Motorcycle,Independent Driver
10804,Bicycle,Independent Driver
10817,Motorcycle,Independent Driver
10824,Motorcycle,Independent Driver
10830,Motorcycle,Independent Driver
10831,Bicycle,Independent Driver
10832,Bicycle,Independent Driver
10848,Bicycle,Independent Driver
10877,Bicycle,Independent Driver
10882,Motorcycle,Independent Driver
10911,Motorcycle,Independent Driver
10915,Motorcycle,Independent Driver
10920,Motorcycle,Independent Driver
10926,Bicycle,Independent Driver
10927,Motorcycle,Independent Driver
10932,Bicycle,Independent Driver
10953,Motorcycle,Independent Driver
10964,Motorcycle,Independent Driver
10975,Motorcycle,Independent Driver
10978,Bicycle,Independent Driver
10988,Motorcycle,Independent Driver
10998,Motorcycle,Independent Driver
11027,Motorcycle,Independent Driver
11032,Bicycle,Independent Driver
11037,Bicycle,Independent Driver
11063,Motorcycle,Independent Driver
11076,Motorcycle,Independent Driver
11084,Motorcycle,Independent Driver
11087,Motorcycle,Independent Driver
11114,Motorcycle,Independent Driver
11121,Bicycle,Independent Driver
11125,Motorcycle,Independent Driver
11160,Bicycle,Independent Driver
11162,Bicycle,Independent Driver
11166,Motorcycle,Independent Driver
11171,Motorcycle,Independent Driver
11172,Bicycle,Independent Driver
11187,Motorcycle,Independent Driver
11189,Motorcycle,Independent Driver
11230,Bicycle,Independent Driver
11250,Motorcycle,Independent Driver
11262,Motorcycle,Independent Driver
11263,Motorcycle,Independent Driver
11285,Bicycle,Independent Driver
11301,Motorcycle,Independent Driver
11312,Bicycle,Independent Driver
11319,Bicycle,Independent Driver
11330,Motorcycle,Independent Driver
11366,Motorcycle,Independent Driver
11393,Bicycle,Independent Driver
11404,Bicycle,Independent Driver
11419,Motorcycle,Independent Driver
11420,Bicycle,Independent Driver
11428,Motorcycle,Independent Driver
11432,Bicycle,Independent Driver
11451,Motorcycle,Independent Driver
11455,Bicycle,Independent Driver
11457,Motorcycle,Independent Driver
11466,Motorcycle,Partner Fleet
11468,Bicycle,Independent Driver
11475,Bicycle,Independent Driver
11480,Motorcycle,Partner Fleet
11482,Motorcycle,Independent Driver
11487,Bicycle,Independent Driver
11490,Bicycle,Independent Driver
11494,Motorcycle,Partner Fleet
11504,Motorcycle,Independent Driver
11514,Motorcycle,Independent Driver
11522,Motorcycle,Partner Fleet
11525,Bicycle,Independent Driver
11533,Motorcycle,Independent Driver
11535,Motorcycle,Independent Driver
11536,Bicycle,Independent Driver
11545,Motorcycle,Independent Driver
11560,Motorcycle,Independent Driver
11574,Bicycle,Independent Driver
11585,Bicycle,Independent Driver
11595,Motorcycle,Independent Driver
11611,Bicycle,Independent Driver
11615,Motorcycle,Independent Driver
11630,Motorcycle,Independent Driver
11632,Bicycle,Independent Driver
11698,Motorcycle,Independent Driver
11728,Motorcycle,Independent Driver
11734,Bicycle,Independent Driver
11753,Motorcycle,Independent Driver
11756,Motorcycle,Independent Driver
11806,Bicycle,Independent Driver
11815,Bicycle,Independent Driver
11857,Motorcycle,Independent Driver
11869,Motorcycle,Partner Fleet
11887,Motorcycle,Independent Driver
11895,Motorcycle,Independent Driver
11904,Bicycle,Independent Driver
11907,Bicycle,Independent Driver
11911,Motorcycle,Independent Driver
11916,Motorcycle,Independent Driver
11917,Motorcycle,Partner Fleet
11918,Motorcycle,Independent Driver
11928,Motorcycle,Independent Driver
11930,Motorcycle,Independent Driver
11937,Motorcycle,Independent Driver
11941,Bicycle,Independent Driver
11959,Bicycle,Independent Driver
11960,Motorcycle,Independent Driver
11990,Bicycle,Independent Driver
11997,Motorcycle,Independent Driver
12016,Motorcycle,Independent Driver
12023,Bicycle,Independent Driver
12041,Bicycle,Independent Driver
12045,Motorcycle,Independent Driver
12062,Bicycle,Independent Driver
12076,Motorcycle,Independent Driver
12077,Motorcycle,Partner Fleet
12079,Bicycle,Independent Driver
12081,Bicycle,Independent Driver
12091,Bicycle,Independent Driver
12096,Motorcycle,Independent Driver
12117,Motorcycle,Independent Driver
12119,Motorcycle,Independent Driver
12132,Motorcycle,Partner Fleet
12136,Motorcycle,Independent Driver
12138,Motorcycle,Independent Driver
12140,Bicycle,Independent Driver
12148,Motorcycle,Independent Driver
12178,Motorcycle,Independent Driver
12182,Bicycle,Independent Driver
12186,Motorcycle,Independent Driver
12214,Bicycle,Independent Driver
12227,Bicycle,Independent Driver
12255,Bicycle,Independent Driver
12269,Bicycle,Independent Driver
12290,Motorcycle,Independent Driver
12297,Bicycle,Independent Driver
12330,Bicycle,Independent Driver
12346,Motorcycle,Partner Fleet
12347,Motorcycle,Independent Driver
12386,Bicycle,Independent Driver
12390,Motorcycle,Independent Driver
12396,Motorcycle,Independent Driver
12416,Bicycle,Independent Driver
12432,Motorcycle,Independent Driver
12440,Motorcycle,Independent Driver
12457,Motorcycle,Independent Driver
12472,Motorcycle,Independent Driver
12516,Motorcycle,Independent Driver
12527,Bicycle,Independent Driver
12538,Motorcycle,Partner Fleet
12544,Motorcycle,Independent Driver
12551,Motorcycle,Independent Driver
12586,Bicycle,Independent Driver
12601,Bicycle,Independent Driver
12613,Motorcycle,Partner Fleet
12620,Motorcycle,Independent Driver
12624,Bicycle,Independent Driver
12639,Motorcycle,Independent Driver
12663,Motorcycle,Partner Fleet
12668,Motorcycle,Partner Fleet
12682,Motorcycle,Independent Driver
12695,Motorcycle,Independent Driver
12699,Motorcycle,Independent Driver
12703,Bicycle,Independent Driver
12716,Motorcycle,Independent Driver
12724,Bicycle,Independent Driver
12731,Motorcycle,Independent Driver
12786,Motorcycle,Partner Fleet
12790,Bicycle,Independent Driver
12791,Bicycle,Independent Driver
12807,Bicycle,Independent Driver
12823,Bicycle,Independent Driver
12893,Motorcycle,Independent Driver
12975,Motorcycle,Independent Driver
13017,Motorcycle,Independent Driver
13035,Motorcycle,Independent Driver
13041,Motorcycle,Independent Driver
13043,Motorcycle,Independent Driver
13059,Bicycle,Independent Driver
13074,Motorcycle,Independent Driver
13087,Motorcycle,Independent Driver
13094,Motorcycle,Independent Driver
13103,Motorcycle,Independent Driver
13111,Bicycle,Independent Driver
13117,Bicycle,Independent Driver
13146,Motorcycle,Independent Driver
13150,Motorcycle,Independent Driver
13162,Motorcycle,Independent Driver
13241,Bicycle,Independent Driver
13252,Bicycle,Independent Driver
13270,Motorcycle,Partner Fleet
13288,Motorcycle,Independent Driver
13301,Bicycle,Independent Driver
13322,Motorcycle,Partner Fleet
13351,Motorcycle,Independent Driver
13354,Motorcycle,Independent Driver
13356,Bicycle,Independent Driver
13372,Motorcycle,Independent Driver
13383,Motorcycle,Independent Driver
13401,Motorcycle,Partner Fleet
13407,Bicycle,Independent Driver
13416,Motorcycle,Independent Driver
13441,Bicycle,Independent Driver
13449,Motorcycle,Independent Driver
13453,Motorcycle,Partner Fleet
13461,Bicycle,Independent Driver
13463,Motorcycle,Independent Driver
13495,Motorcycle,Partner Fleet
13508,Motorcycle,Independent Driver
13516,Motorcycle,Independent Driver
13527,Motorcycle,Independent Driver
13546,Bicycle,Independent Driver
13569,Motorcycle,Independent Driver
13579,Motorcycle,Independent Driver
13580,Motorcycle,Independent Driver
13581,Motorcycle,Independent Driver
13586,Bicycle,Independent Driver
13590,Bicycle,Independent Driver
13599,Bicycle,Independent Driver
13615,Motorcycle,Independent Driver
13689,Motorcycle,Independent Driver
13740,Bicycle,Independent Driver
13758,Motorcycle,Independent Driver
13771,Motorcycle,Independent Driver
13805,Bicycle,Independent Driver
13828,Motorcycle,Partner Fleet
13845,Bicycle,Independent Driver
13863,Motorcycle,Partner Fleet
13869,Motorcycle,Independent Driver
13874,Motorcycle,Independent Driver
13879,Motorcycle,Independent Driver
13932,Motorcycle,Independent Driver
13942,Bicycle,Independent Driver
13965,Motorcycle,Independent Driver
13985,Motorcycle,Independent Driver
13995,Motorcycle,Independent Driver
14025,Motorcycle,Independent Driver
14038,Bicycle,Independent Driver
14053,Bicycle,Independent Driver
14059,Bicycle,Independent Driver
14068,Bicycle,Independent Driver
14069,Bicycle,Independent Driver
14071,Bicycle,Independent Driver
14099,Bicycle,Independent Driver
14110,Motorcycle,Independent Driver
14136,Motorcycle,Independent Driver
14155,Bicycle,Independent Driver
14161,Bicycle,Independent Driver
14167,Motorcycle,Independent Driver
14185,Bicycle,Independent Driver
14200,Bicycle,Independent Driver
14208,Motorcycle,Independent Driver
14209,Bicycle,Independent Driver
14223,Motorcycle,Independent Driver
14242,Motorcycle,Independent Driver
14244,Motorcycle,Independent Driver
14290,Motorcycle,Independent Driver
14314,Motorcycle,Independent Driver
14316,Bicycle,Independent Driver
14334,Motorcycle,Independent Driver
14346,Motorcycle,Independent Driver
14359,Motorcycle,Independent Driver
14361,Motorcycle,Independent Driver
14382,Motorcycle,Partner Fleet
14425,Motorcycle,Independent Driver
14433,Motorcycle,Independent Driver
14448,Motorcycle,Independent Driver
14456,Motorcycle,Independent Driver
14457,Motorcycle,Partner Fleet
14488,Motorcycle,Independent Driver
14509,Motorcycle,Partner Fleet
14511,Motorcycle,Independent Driver
14513,Motorcycle,Independent Driver
14521,Motorcycle,Independent Driver
14538,Motorcycle,Independent Driver
14568,Bicycle,Independent Driver
14571,Motorcycle,Independent Driver
14596,Motorcycle,Partner Fleet
14606,Bicycle,Independent Driver
14617,Motorcycle,Independent Driver
14621,Motorcycle,Independent Driver
14626,Motorcycle,Independent Driver
14632,Bicycle,Independent Driver
14666,Motorcycle,Partner Fleet
14671,Motorcycle,Independent Driver
14679,Motorcycle,Partner Fleet
14701,Motorcycle,Independent Driver
14702,Motorcycle,Independent Driver
14730,Motorcycle,Independent Driver
14735,Motorcycle,Independent Driver
14757,Motorcycle,Independent Driver
14784,Motorcycle,Independent Driver
14792,Motorcycle,Independent Driver
14801,Motorcycle,Independent Driver
14805,Motorcycle,Partner Fleet
14821,Motorcycle,Independent Driver
14859,Motorcycle,Independent Driver
14860,Motorcycle,Independent Driver
14887,Bicycle,Independent Driver
15009,Motorcycle,Independent Driver
15030,Motorcycle,Independent Driver
15033,Motorcycle,Independent Driver
15050,Motorcycle,Independent Driver
15061,Motorcycle,Independent Driver
15084,Bicycle,Independent Driver
15085,Motorcycle,Independent Driver
15086,Motorcycle,Partner Fleet
15120,Motorcycle,Independent Driver
15136,Motorcycle,Partner Fleet
15148,Motorcycle,Independent Driver
15156,Motorcycle,Independent Driver
15160,Motorcycle,Independent Driver
15162,Motorcycle,Partner Fleet
15165,Bicycle,Independent Driver
15167,Motorcycle,Independent Driver
15197,Motorcycle,Independent Driver
15199,Motorcycle,Independent Driver
15210,Motorcycle,Independent Driver
15218,Bicycle,Independent Driver
15231,Motorcycle,Independent Driver
15233,Motorcycle,Independent Driver
15249,Motorcycle,Independent Driver
15279,Bicycle,Independent Driver
15286,Motorcycle,Independent Driver
15301,Motorcycle,Independent Driver
15338,Bicycle,Independent Driver
15370,Motorcycle,Independent Driver
15373,Motorcycle,Independent Driver
15375,Motorcycle,Independent Driver
15381,Bicycle,Independent Driver
15418,Motorcycle,Independent Driver
15420,Bicycle,Independent Driver
15469,Bicycle,Independent Driver
15502,Bicycle,Independent Driver
15512,Motorcycle,Independent Driver
15528,Bicycle,Independent Driver
15537,Motorcycle,Independent Driver
15538,Motorcycle,Independent Driver
15542,Bicycle,Independent Driver
15544,Motorcycle,Independent Driver
15561,Motorcycle,Independent Driver
15570,Bicycle,Independent Driver
15581,Motorcycle,Independent Driver
15584,Bicycle,Independent Driver
15605,Motorcycle,Partner Fleet
15636,Bicycle,Independent Driver
15661,Motorcycle,Independent Driver
15714,Bicycle,Independent Driver
15718,Motorcycle,Independent Driver
15723,Motorcycle,Independent Driver
15724,Motorcycle,Partner Fleet
15772,Motorcycle,Independent Driver
15774,Bicycle,Independent Driver
15790,Bicycle,Independent Driver
15800,Motorcycle,Independent Driver
15816,Motorcycle,Independent Driver
15832,Motorcycle,Independent Driver
15834,Motorcycle,Partner Fleet
15837,Bicycle,Independent Driver
15860,Bicycle,Independent Driver
15874,Bicycle,Independent Driver
15898,Motorcycle,Partner Fleet
15912,Motorcycle,Independent Driver
15915,Bicycle,Independent Driver
15939,Motorcycle,Independent Driver
15957,Motorcycle,Independent Driver
15984,Bicycle,Independent Driver
16055,Motorcycle,Independent Driver
16063,Motorcycle,Independent Driver
16066,Bicycle,Independent Driver
16123,Motorcycle,Partner Fleet
16165,Bicycle,Independent Driver
16176,Motorcycle,Partner Fleet
16178,Motorcycle,Independent Driver
16180,Bicycle,Independent Driver
16189,Bicycle,Independent Driver
16190,Motorcycle,Independent Driver
16191,Motorcycle,Independent Driver
16195,Motorcycle,Independent Driver
16201,Motorcycle,Independent Driver
16202,Motorcycle,Independent Driver
16205,Motorcycle,Independent Driver
16222,Motorcycle,Independent Driver
16250,Bicycle,Independent Driver
16260,Motorcycle,Independent Driver
16261,Bicycle,Independent Driver
16280,Motorcycle,Independent Driver
16292,Bicycle,Independent Driver
16305,Motorcycle,Partner Fleet
16307,Bicycle,Independent Driver
16316,Motorcycle,Independent Driver
16338,Bicycle,Independent Driver
16341,Motorcycle,Independent Driver
16348,Bicycle,Independent Driver
16350,Motorcycle,Partner Fleet
16383,Motorcycle,Independent Driver
16428,Motorcycle,Independent Driver
16430,Bicycle,Independent Driver
16439,Motorcycle,Independent Driver
16445,Motorcycle,Independent Driver
16447,Bicycle,Independent Driver
16496,Motorcycle,Independent Driver
16511,Motorcycle,Independent Driver
16529,Motorcycle,Independent Driver
16541,Bicycle,Independent Driver
16552,Motorcycle,Independent Driver
16557,Motorcycle,Independent Driver
16575,Motorcycle,Independent Driver
16610,Motorcycle,Independent Driver
16619,Motorcycle,Independent Driver
16626,Motorcycle,Independent Driver
16654,Motorcycle,Independent Driver
16656,Motorcycle,Independent Driver
16659,Motorcycle,Independent Driver
16683,Motorcycle,Independent Driver
16691,Motorcycle,Independent Driver
16699,Bicycle,Independent Driver
16712,Motorcycle,Independent Driver
16720,Motorcycle,Independent Driver
16739,Motorcycle,Partner Fleet
16741,Motorcycle,Independent Driver
16753,Motorcycle,Independent Driver
16767,Bicycle,Independent Driver
16773,Motorcycle,Independent Driver
16808,Motorcycle,Independent Driver
16810,Bicycle,Independent Driver
16832,Bicycle,Independent Driver
16835,Motorcycle,Independent Driver
16841,Motorcycle,Independent Driver
16868,Bicycle,Independent Driver
16887,Bicycle,Independent Driver
16893,Motorcycle,Independent Driver
16895,Motorcycle,Independent Driver
16897,Motorcycle,Independent Driver
16904,Motorcycle,Independent Driver
16912,Bicycle,Independent Driver
16917,Motorcycle,Independent Driver
16923,Bicycle,Independent Driver
16937,Motorcycle,Independent Driver
16939,Motorcycle,Independent Driver
16949,Motorcycle,Independent Driver
16950,Motorcycle,Independent Driver
16951,Bicycle,Independent Driver
16973,Motorcycle,Independent Driver
16978,Bicycle,Independent Driver
16984,Motorcycle,Independent Driver
16990,Bicycle,Independent Driver
16993,Bicycle,Independent Driver
16998,Bicycle,Independent Driver
17014,Motorcycle,Independent Driver
17035,Motorcycle,Independent Driver
17052,Motorcycle,Independent Driver
17091,Motorcycle,Independent Driver
17100,Motorcycle,Independent Driver
17181,Bicycle,Independent Driver
17227,Motorcycle,Independent Driver
17237,Bicycle,Independent Driver
17249,Bicycle,Independent Driver
17265,Motorcycle,Independent Driver
17284,Motorcycle,Partner Fleet
17289,Motorcycle,Independent Driver
17322,Motorcycle,Partner Fleet
17363,Motorcycle,Independent Driver
17374,Motorcycle,Independent Driver
17377,Motorcycle,Partner Fleet
17399,Bicycle,Independent Driver
17405,Bicycle,Independent Driver
17407,Motorcycle,Independent Driver
17415,Bicycle,Independent Driver
17454,Bicycle,Independent Driver
17457,Motorcycle,Independent Driver
17477,Motorcycle,Independent Driver
17486,Motorcycle,Independent Driver
17511,Motorcycle,Independent Driver
17520,Bicycle,Independent Driver
17525,Motorcycle,Independent Driver
17537,Bicycle,Independent Driver
17570,Motorcycle,Independent Driver
17574,Bicycle,Independent Driver
17580,Motorcycle,Independent Driver
17584,Bicycle,Independent Driver
17590,Bicycle,Independent Driver
17596,Motorcycle,Independent Driver
17597,Bicycle,Independent Driver
17610,Bicycle,Independent Driver
17627,Motorcycle,Independent Driver
17643,Motorcycle,Independent Driver
17660,Bicycle,Independent Driver
17678,Motorcycle,Independent Driver
17687,Motorcycle,Independent Driver
17702,Bicycle,Independent Driver
17703,Bicycle,Independent Driver
17708,Motorcycle,Independent Driver
17735,Bicycle,Independent Driver
17740,Bicycle,Independent Driver
17746,Motorcycle,Independent Driver
17749,Motorcycle,Independent Driver
17757,Motorcycle,Independent Driver
17760,Motorcycle,Independent Driver
17764,Bicycle,Independent Driver
17791,Motorcycle,Independent Driver
17809,Motorcycle,Independent Driver
17827,Motorcycle,Independent Driver
17832,Bicycle,Independent Driver
17848,Motorcycle,Independent Driver
17862,Motorcycle,Independent Driver
17864,Motorcycle,Independent Driver
17865,Motorcycle,Partner Fleet
17907,Motorcycle,Independent Driver
17977,Bicycle,Independent Driver
17989,Motorcycle,Independent Driver
17998,Motorcycle,Partner Fleet
18017,Motorcycle,Independent Driver
18033,Bicycle,Independent Driver
18069,Bicycle,Independent Driver
18077,Motorcycle,Independent Driver
18082,Bicycle,Independent Driver
18102,Bicycle,Independent Driver
18134,Motorcycle,Independent Driver
18142,Bicycle,Independent Driver
18177,Bicycle,Independent Driver
18178,Motorcycle,Independent Driver
18201,Motorcycle,Independent Driver
18247,Motorcycle,Partner Fleet
18277,Bicycle,Independent Driver
18310,Motorcycle,Independent Driver
18325,Motorcycle,Independent Driver
18359,Motorcycle,Independent Driver
18422,Bicycle,Independent Driver
18429,Motorcycle,Independent Driver
18437,Motorcycle,Independent Driver
18441,Motorcycle,Independent Driver
18478,Motorcycle,Independent Driver
18484,Motorcycle,Independent Driver
18487,Bicycle,Independent Driver
18490,Motorcycle,Partner Fleet
18531,Bicycle,Independent Driver
18586,Motorcycle,Independent Driver
18607,Motorcycle,Independent Driver
18635,Bicycle,Independent Driver
18639,Motorcycle,Independent Driver
18663,Motorcycle,Independent Driver
18687,Motorcycle,Independent Driver
18689,Motorcycle,Independent Driver
18693,Bicycle,Independent Driver
18715,Motorcycle,Independent Driver
18720,Bicycle,Independent Driver
18730,Bicycle,Independent Driver
18732,Motorcycle,Independent Driver
18748,Bicycle,Independent Driver
18754,Bicycle,Independent Driver
18758,Bicycle,Independent Driver
18774,Motorcycle,Independent Driver
18789,Bicycle,Independent Driver
18791,Motorcycle,Partner Fleet
18820,Motorcycle,Independent Driver
18837,Motorcycle,Partner Fleet
18847,Bicycle,Independent Driver
18856,Motorcycle,Independent Driver
18862,Motorcycle,Independent Driver
18873,Motorcycle,Independent Driver
18887,Motorcycle,Independent Driver
18904,Motorcycle,Independent Driver
18910,Motorcycle,Independent Driver
18937,Motorcycle,Independent Driver
18964,Bicycle,Independent Driver
19011,Bicycle,Independent Driver
19016,Bicycle,Independent Driver
19041,Motorcycle,Independent Driver
19077,Motorcycle,Independent Driver
19085,Motorcycle,Independent Driver
19089,Bicycle,Independent Driver
19130,Bicycle,Independent Driver
19152,Bicycle,Independent Driver
19155,Motorcycle,Independent Driver
19180,Bicycle,Independent Driver
19187,Motorcycle,Independent Driver
19205,Motorcycle,Independent Driver
19215,Bicycle,Independent Driver
19246,Bicycle,Independent Driver
19247,Motorcycle,Partner Fleet
19271,Motorcycle,Independent Driver
19290,Motorcycle,Partner Fleet
19353,Motorcycle,Independent Driver
19424,Motorcycle,Independent Driver
19429,Bicycle,Independent Driver
19461,Bicycle,Independent Driver
19471,Motorcycle,Independent Driver
19496,Motorcycle,Independent Driver
19578,Bicycle,Independent Driver
19580,Motorcycle,Independent Driver
19584,Bicycle,Independent Driver
19586,Bicycle,Independent Driver
19589,Motorcycle,Independent Driver
19667,Bicycle,Independent Driver
19668,Motorcycle,Independent Driver
19670,Motorcycle,Independent Driver
19696,Bicycle,Independent Driver
19708,Motorcycle,Partner Fleet
19716,Motorcycle,Independent Driver
19745,Motorcycle,Independent Driver
19755,Bicycle,Independent Driver
19759,Bicycle,Independent Driver
19760,Motorcycle,Independent Driver
19764,Bicycle,Independent Driver
19766,Motorcycle,Independent Driver
19777,Motorcycle,Independent Driver
19793,Motorcycle,Independent Driver
19794,Bicycle,Independent Driver
19795,Bicycle,Independent Driver
19802,Motorcycle,Partner Fleet
19804,Motorcycle,Independent Driver
19806,Motorcycle,Independent Driver
